Country,Cases,year,month,day,quarter,date,year_month
Brunei,0.0,2020,10,25,4,2020-10-25 00:00:00+00:00,2020-10
Brunei,0.0,2020,10,26,4,2020-10-26 00:00:00+00:00,2020-10
Brunei,0.0,2020,10,27,4,2020-10-27 00:00:00+00:00,2020-10
Brunei,0.0,2020,10,28,4,2020-10-28 00:00:00+00:00,2020-10
Brunei,0.0,2020,10,29,4,2020-10-29 00:00:00+00:00,2020-10
Brunei,0.0,2020,10,30,4,2020-10-30 00:00:00+00:00,2020-10
Brunei,0.0,2020,10,31,4,2020-10-31 00:00:00+00:00,2020-10
Brunei,0.0,2020,11,1,4,2020-11-01 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,2,4,2020-11-02 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,3,4,2020-11-03 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,4,4,2020-11-04 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,5,4,2020-11-05 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,6,4,2020-11-06 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,7,4,2020-11-07 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,8,4,2020-11-08 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,9,4,2020-11-09 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,10,4,2020-11-10 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,11,4,2020-11-11 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,12,4,2020-11-12 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,13,4,2020-11-13 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,14,4,2020-11-14 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,15,4,2020-11-15 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,16,4,2020-11-16 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,17,4,2020-11-17 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,18,4,2020-11-18 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,19,4,2020-11-19 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,20,4,2020-11-20 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,21,4,2020-11-21 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,22,4,2020-11-22 00:00:00+00:00,2020-11
Brunei,1.0,2020,11,23,4,2020-11-23 00:00:00+00:00,2020-11
Brunei,1.0,2020,11,24,4,2020-11-24 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,25,4,2020-11-25 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,26,4,2020-11-26 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,27,4,2020-11-27 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,28,4,2020-11-28 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,29,4,2020-11-29 00:00:00+00:00,2020-11
Brunei,0.0,2020,11,30,4,2020-11-30 00:00:00+00:00,2020-11
Brunei,1.0,2020,12,1,4,2020-12-01 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,2,4,2020-12-02 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,3,4,2020-12-03 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,4,4,2020-12-04 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,5,4,2020-12-05 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,6,4,2020-12-06 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,7,4,2020-12-07 00:00:00+00:00,2020-12
Brunei,1.0,2020,12,8,4,2020-12-08 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,9,4,2020-12-09 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,10,4,2020-12-10 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,11,4,2020-12-11 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,12,4,2020-12-12 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,13,4,2020-12-13 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,14,4,2020-12-14 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,15,4,2020-12-15 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,16,4,2020-12-16 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,17,4,2020-12-17 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,18,4,2020-12-18 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,19,4,2020-12-19 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,20,4,2020-12-20 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,21,4,2020-12-21 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,22,4,2020-12-22 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,23,4,2020-12-23 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,24,4,2020-12-24 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,25,4,2020-12-25 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,26,4,2020-12-26 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,27,4,2020-12-27 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,28,4,2020-12-28 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,29,4,2020-12-29 00:00:00+00:00,2020-12
Brunei,5.0,2020,12,30,4,2020-12-30 00:00:00+00:00,2020-12
Brunei,0.0,2020,12,31,4,2020-12-31 00:00:00+00:00,2020-12
Brunei,0.0,2021,1,1,1,2021-01-01 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,2,1,2021-01-02 00:00:00+00:00,2021-01
Brunei,15.0,2021,1,3,1,2021-01-03 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,4,1,2021-01-04 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,5,1,2021-01-05 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,6,1,2021-01-06 00:00:00+00:00,2021-01
Brunei,1.0,2021,1,7,1,2021-01-07 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,8,1,2021-01-08 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,9,1,2021-01-09 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,10,1,2021-01-10 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,11,1,2021-01-11 00:00:00+00:00,2021-01
Brunei,1.0,2021,1,12,1,2021-01-12 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,13,1,2021-01-13 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,14,1,2021-01-14 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,15,1,2021-01-15 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,16,1,2021-01-16 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,17,1,2021-01-17 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,18,1,2021-01-18 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,19,1,2021-01-19 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,20,1,2021-01-20 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,21,1,2021-01-21 00:00:00+00:00,2021-01
Brunei,1.0,2021,1,22,1,2021-01-22 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,23,1,2021-01-23 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,24,1,2021-01-24 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,25,1,2021-01-25 00:00:00+00:00,2021-01
Brunei,1.0,2021,1,26,1,2021-01-26 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,27,1,2021-01-27 00:00:00+00:00,2021-01
Brunei,4.0,2021,1,28,1,2021-01-28 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,29,1,2021-01-29 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,30,1,2021-01-30 00:00:00+00:00,2021-01
Brunei,0.0,2021,1,31,1,2021-01-31 00:00:00+00:00,2021-01
Brunei,0.0,2021,2,1,1,2021-02-01 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,2,1,2021-02-02 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,3,1,2021-02-03 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,4,1,2021-02-04 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,5,1,2021-02-05 00:00:00+00:00,2021-02
Brunei,1.0,2021,2,6,1,2021-02-06 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,7,1,2021-02-07 00:00:00+00:00,2021-02
Brunei,1.0,2021,2,8,1,2021-02-08 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,9,1,2021-02-09 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,10,1,2021-02-10 00:00:00+00:00,2021-02
Brunei,1.0,2021,2,11,1,2021-02-11 00:00:00+00:00,2021-02
Brunei,1.0,2021,2,12,1,2021-02-12 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,13,1,2021-02-13 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,14,1,2021-02-14 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,15,1,2021-02-15 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,16,1,2021-02-16 00:00:00+00:00,2021-02
Brunei,1.0,2021,2,17,1,2021-02-17 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,18,1,2021-02-18 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,19,1,2021-02-19 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,20,1,2021-02-20 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,21,1,2021-02-21 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,22,1,2021-02-22 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,23,1,2021-02-23 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,24,1,2021-02-24 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,25,1,2021-02-25 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,26,1,2021-02-26 00:00:00+00:00,2021-02
Brunei,1.0,2021,2,27,1,2021-02-27 00:00:00+00:00,2021-02
Brunei,0.0,2021,2,28,1,2021-02-28 00:00:00+00:00,2021-02
Brunei,0.0,2021,3,1,1,2021-03-01 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,2,1,2021-03-02 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,3,1,2021-03-03 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,4,1,2021-03-04 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,5,1,2021-03-05 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,6,1,2021-03-06 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,7,1,2021-03-07 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,8,1,2021-03-08 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,9,1,2021-03-09 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,10,1,2021-03-10 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,11,1,2021-03-11 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,12,1,2021-03-12 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,13,1,2021-03-13 00:00:00+00:00,2021-03
Brunei,7.0,2021,3,14,1,2021-03-14 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,15,1,2021-03-15 00:00:00+00:00,2021-03
Brunei,3.0,2021,3,16,1,2021-03-16 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,17,1,2021-03-17 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,18,1,2021-03-18 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,19,1,2021-03-19 00:00:00+00:00,2021-03
Brunei,2.0,2021,3,20,1,2021-03-20 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,21,1,2021-03-21 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,22,1,2021-03-22 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,23,1,2021-03-23 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,24,1,2021-03-24 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,25,1,2021-03-25 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,26,1,2021-03-26 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,27,1,2021-03-27 00:00:00+00:00,2021-03
Brunei,1.0,2021,3,28,1,2021-03-28 00:00:00+00:00,2021-03
Brunei,0.0,2021,3,29,1,2021-03-29 00:00:00+00:00,2021-03
Brunei,3.0,2021,3,30,1,2021-03-30 00:00:00+00:00,2021-03
Brunei,2.0,2021,3,31,1,2021-03-31 00:00:00+00:00,2021-03
Brunei,1.0,2021,4,1,2,2021-04-01 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,2,2,2021-04-02 00:00:00+00:00,2021-04
Brunei,1.0,2021,4,3,2,2021-04-03 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,4,2,2021-04-04 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,5,2,2021-04-05 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,6,2,2021-04-06 00:00:00+00:00,2021-04
Brunei,1.0,2021,4,7,2,2021-04-07 00:00:00+00:00,2021-04
Brunei,1.0,2021,4,8,2,2021-04-08 00:00:00+00:00,2021-04
Brunei,3.0,2021,4,9,2,2021-04-09 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,10,2,2021-04-10 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,11,2,2021-04-11 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,12,2,2021-04-12 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,13,2,2021-04-13 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,14,2,2021-04-14 00:00:00+00:00,2021-04
Brunei,2.0,2021,4,15,2,2021-04-15 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,16,2,2021-04-16 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,17,2,2021-04-17 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,18,2,2021-04-18 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,19,2,2021-04-19 00:00:00+00:00,2021-04
Brunei,2.0,2021,4,20,2,2021-04-20 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,21,2,2021-04-21 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,22,2,2021-04-22 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,23,2,2021-04-23 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,24,2,2021-04-24 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,25,2,2021-04-25 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,26,2,2021-04-26 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,27,2,2021-04-27 00:00:00+00:00,2021-04
Brunei,1.0,2021,4,28,2,2021-04-28 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,29,2,2021-04-29 00:00:00+00:00,2021-04
Brunei,0.0,2021,4,30,2,2021-04-30 00:00:00+00:00,2021-04
Brunei,3.0,2021,5,1,2,2021-05-01 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,2,2,2021-05-02 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,3,2,2021-05-03 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,4,2,2021-05-04 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,5,2,2021-05-05 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,6,2,2021-05-06 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,7,2,2021-05-07 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,8,2,2021-05-08 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,9,2,2021-05-09 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,10,2,2021-05-10 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,11,2,2021-05-11 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,12,2,2021-05-12 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,13,2,2021-05-13 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,14,2,2021-05-14 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,15,2,2021-05-15 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,16,2,2021-05-16 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,17,2,2021-05-17 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,18,2,2021-05-18 00:00:00+00:00,2021-05
Brunei,3.0,2021,5,19,2,2021-05-19 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,20,2,2021-05-20 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,21,2,2021-05-21 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,22,2,2021-05-22 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,23,2,2021-05-23 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,24,2,2021-05-24 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,25,2,2021-05-25 00:00:00+00:00,2021-05
Brunei,4.0,2021,5,26,2,2021-05-26 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,27,2,2021-05-27 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,28,2,2021-05-28 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,29,2,2021-05-29 00:00:00+00:00,2021-05
Brunei,0.0,2021,5,30,2,2021-05-30 00:00:00+00:00,2021-05
Brunei,1.0,2021,5,31,2,2021-05-31 00:00:00+00:00,2021-05
Brunei,2.0,2021,6,1,2,2021-06-01 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,2,2,2021-06-02 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,3,2,2021-06-03 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,4,2,2021-06-04 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,5,2,2021-06-05 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,6,2,2021-06-06 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,7,2,2021-06-07 00:00:00+00:00,2021-06
Brunei,2.0,2021,6,8,2,2021-06-08 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,9,2,2021-06-09 00:00:00+00:00,2021-06
Brunei,2.0,2021,6,10,2,2021-06-10 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,11,2,2021-06-11 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,12,2,2021-06-12 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,13,2,2021-06-13 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,14,2,2021-06-14 00:00:00+00:00,2021-06
Brunei,2.0,2021,6,15,2,2021-06-15 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,16,2,2021-06-16 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,17,2,2021-06-17 00:00:00+00:00,2021-06
Brunei,1.0,2021,6,18,2,2021-06-18 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,19,2,2021-06-19 00:00:00+00:00,2021-06
Brunei,4.0,2021,6,20,2,2021-06-20 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,21,2,2021-06-21 00:00:00+00:00,2021-06
Brunei,1.0,2021,6,22,2,2021-06-22 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,23,2,2021-06-23 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,24,2,2021-06-24 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,25,2,2021-06-25 00:00:00+00:00,2021-06
Brunei,3.0,2021,6,26,2,2021-06-26 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,27,2,2021-06-27 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,28,2,2021-06-28 00:00:00+00:00,2021-06
Brunei,0.0,2021,6,29,2,2021-06-29 00:00:00+00:00,2021-06
Brunei,1.0,2021,6,30,2,2021-06-30 00:00:00+00:00,2021-06
Brunei,1.0,2021,7,1,3,2021-07-01 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,2,3,2021-07-02 00:00:00+00:00,2021-07
Brunei,1.0,2021,7,3,3,2021-07-03 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,4,3,2021-07-04 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,5,3,2021-07-05 00:00:00+00:00,2021-07
Brunei,4.0,2021,7,6,3,2021-07-06 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,7,3,2021-07-07 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,8,3,2021-07-08 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,9,3,2021-07-09 00:00:00+00:00,2021-07
Brunei,2.0,2021,7,10,3,2021-07-10 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,11,3,2021-07-11 00:00:00+00:00,2021-07
Brunei,9.0,2021,7,12,3,2021-07-12 00:00:00+00:00,2021-07
Brunei,5.0,2021,7,13,3,2021-07-13 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,14,3,2021-07-14 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,15,3,2021-07-15 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,16,3,2021-07-16 00:00:00+00:00,2021-07
Brunei,1.0,2021,7,17,3,2021-07-17 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,18,3,2021-07-18 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,19,3,2021-07-19 00:00:00+00:00,2021-07
Brunei,22.0,2021,7,20,3,2021-07-20 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,21,3,2021-07-21 00:00:00+00:00,2021-07
Brunei,6.0,2021,7,22,3,2021-07-22 00:00:00+00:00,2021-07
Brunei,2.0,2021,7,23,3,2021-07-23 00:00:00+00:00,2021-07
Brunei,8.0,2021,7,24,3,2021-07-24 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,25,3,2021-07-25 00:00:00+00:00,2021-07
Brunei,12.0,2021,7,26,3,2021-07-26 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,27,3,2021-07-27 00:00:00+00:00,2021-07
Brunei,0.0,2021,7,28,3,2021-07-28 00:00:00+00:00,2021-07
